acc_0,acc_1,acc_2,acc_3,acc_4,acc_5,acc_6,acc_7,acc_8,acc_9,acc_10,acc_11,acc_12,acc_13,acc_14,acc_15,acc_16,acc_17
-0.06568827,-0.04942477,-0.02761134,-0.07294171,-0.06020854,0.04349038,0.07641585,-0.01889544,0.04458763,0.02573309,-0.00201685,0.00967845,0.07958556,0.0007167,0.07551554,-0.02242251,0.03381822,-0.04389018
-0.01659829,-0.0647032,0.02235727,0.00572721,-0.04144005,0.05801484,0.06542721,-0.0562834,0.02294421,0.0647963,0.01062606,-0.01999538,0.06230098,-0.03416589,-0.01229352,0.02626734,0.02096172,-0.08230944
-0.04636753,-0.05447961,-0.01239969,-0.04306076,-0.06287221,0.06887413,0.03510795,-0.0100129,0.03821806,0.0334895,-0.02102477,0.03074908,0.07259552,-0.01374089,0.05431222,0.03277197,-0.03349276,-0.03507192
-0.05837752,-0.01645165,-0.01166936,-0.00518774,-0.00253261,0.00850572,0.02666637,0.01381944,0.05411623,0.01393147,0.01790021,-0.0133424,-0.00513363,-0.00865336,0.03256675,-0.0144573,-0.02532734,0.00223233
-0.05213391,-0.09677265,0.02844309,-0.11640622,-0.02058133,-0.02629496,0.0939858,-0.06900791,0.09068771,0.04703276,0.01575546,-0.02650768,0.08499699,0.0102221,0.02897565,0.01579695,0.059043,-0.04387999
-0.01012443,-0.03965436,0.00556312,-0.08036335,-0.01603405,0.05267728,0.01920486,0.0004675,0.02412091,0.02983586,-0.00647256,0.01677449,0.07565141,-0.01698249,0.01563331,0.02741801,-0.00328389,-0.03730898
-0.07103956,-0.05327445,0.01365167,0.01211445,0.00665474,0.04157608,0.09737601,-0.05956482,0.03935616,0.05220489,-0.00822943,0.01034151,-0.0078661,-0.05037672,-0.02420314,0.02439474,0.03213707,-0.02193945
-0.08266615,-0.02150163,0.01543699,0.03019606,-0.02930818,0.02441847,0.0415299,0.02474703,0.02651173,0.03003136,0.04779857,-0.03549589,0.0313203,-0.06773638,0.0038831,0.02696445,-0.01604493,-0.02362204
-0.06715408,-0.05928718,-0.0061736,-0.01924263,-0.04509135,0.02898018,0.06050431,-0.04412921,0.05133168,0.03308526,0.02366246,0.00302963,0.06214592,-0.02694039,0.03961982,0.00470272,0.00044612,-0.02356337
-0.07506248,-0.08696515,-0.01954905,-0.08529386,-0.08120244,0.03328178,0.09513399,-0.01976501,0.05810213,0.06925358,0.02794494,-0.03647291,0.12445424,0.01649669,0.09722005,-0.03321842,0.02315465,-0.04715654
-0.06428299,-0.04905269,-0.02024312,-0.02016181,0.01222381,0.06142278,0.04099471,0.01584039,0.05792448,0.01672931,-0.02220808,0.05397512,0.01214241,-0.05123913,-0.0006974,-0.00137579,0.01001711,-0.03465207
-0.0187695,0.00928561,-0.037268,-0.1762599,-0.12488527,-0.01317773,0.03374047,0.0215126,-0.01563895,-0.01806055,0.00572046,0.0113715,0.1682004,0.09517234,0.14344055,-0.05209004,0.02180543,-0.03967453
-0.06250387,0.00975448,-0.03351007,-0.1385248,-0.12971823,-0.06391254,0.07917232,-0.01145324,0.03191981,0.00503554,0.04815388,-0.04316568,0.12080796,0.12145418,0.17393882,-0.11131431,-0.00760058,-0.00444889
-0.06453279,-0.02290178,-0.07256263,-0.03175371,-0.04785702,-0.05103625,0.03405077,0.00349873,0.04787917,-0.01238277,0.04869901,-0.00921274,-0.00953326,0.05991281,0.1086132,-0.02990639,-0.00789558,-0.00107981
-0.03657602,0.01939613,-0.07228478,-0.10119138,-0.04667081,-0.02535326,0.03598107,-0.02209029,-0.00825897,0.04909122,0.09183796,-0.03973353,0.06417447,0.03419823,0.11549019,-0.01948157,0.02906501,-0.02549582
0.00331379,0.00940431,0.00347258,-0.12192001,-0.12650596,-0.0406849,-0.0369159,0.02348394,0.02531301,-0.01916877,-0.05815558,0.06439712,0.07892814,0.0528178,0.16086033,-0.04632093,0.00857712,0.01172595
-0.03829617,-0.06806659,-0.02451121,-0.07937183,-0.13596314,-0.02193667,0.07167402,0.0012695,0.03742221,0.03037514,0.00115661,0.00254803,0.06633983,0.03960746,0.16942906,-0.05208722,-0.05491204,0.02924653
0.01032678,-0.01464486,-0.03427307,-0.08457535,-0.04104716,0.0386636,0.02298534,-0.01810812,-0.02750285,0.02580517,0.04479265,0.00204764,0.01095144,0.01737,0.14348086,-0.03866227,-0.00478537,-0.00022091
0.0029647,-0.00911036,-0.07628294,-0.03340228,0.00371023,-0.02881924,0.00985541,-0.01216264,0.00360308,0.00394701,0.08077851,-0.04351803,0.01230325,0.079036,0.02573118,-0.06682645,-0.02310029,0.00635696
0.01377358,0.00933727,-0.06829062,-0.05176979,-0.00523316,-0.03462395,0.0145325,-0.04818181,-0.01912203,0.03278787,0.00538813,-0.01444209,0.0035529,0.08360651,0.0929353,-0.07183545,-0.00940842,-0.01714116
-0.00530897,0.02518253,-0.05963807,-0.09537636,-0.12411802,-0.03757412,0.04062105,-0.03518801,-0.02487884,0.04842429,-0.01435934,0.0044005,0.1135445,0.0549011,0.11582928,-0.05355595,0.04532944,-0.02343851
-0.04362424,-0.00928745,-0.02182176,-0.10269329,-0.07832625,-0.09401975,0.07268694,-0.03722417,-0.02418996,0.04917234,-0.01082867,0.01037261,0.08756259,0.0629564,0.11153431,-0.03175734,0.0374683,0.01099209
0.01675295,0.00096714,-0.04902323,-0.08107523,-0.10890997,0.00419635,0.03096422,-0.01515844,-0.04992846,0.0449101,0.01683431,-0.0591514,0.10564101,0.05362507,0.08919436,-0.041863,0.034391,-0.03545713
-0.02694902,-0.02629437,-0.04387497,-0.0661968,-0.07556278,-0.00070325,0.01665346,-0.02350361,0.01624651,0.05019945,0.03462858,0.00647175,0.09503434,-0.01490777,0.10197102,-0.02999385,0.0141382,-0.02662361
-0.07054687,-0.02079858,-0.04554601,-0.06230383,-0.0738229,-0.09525947,0.07987735,-0.05475473,0.01745869,0.06941754,0.09088036,-0.07247438,0.02414631,0.07786064,0.11483343,-0.04768095,0.02507222,-0.01449144
0.01385779,0.02619398,-0.01782374,-0.06425399,-0.08008491,-0.08127792,-0.01326815,-0.02248874,-0.06219438,0.05093683,0.05206614,-0.04922629,0.05327143,0.03830657,0.10315196,-0.01464524,0.01331796,-0.00813474
-0.00097516,0.00871812,-0.03303866,-0.11707042,-0.1067331,-0.03796143,0.04530678,-0.06405598,-0.04650822,0.08433381,0.02798872,-0.01677045,0.09633404,0.03656044,0.12470715,-0.02177047,0.0217009,-0.02993363
-0.12202506,-0.06169942,-0.11158834,-0.09478596,-0.04186174,0.07387756,0.11026433,0.07645401,0.08359229,-0.05997187,0.05240229,-0.05731647,0.1050863,-0.02320781,0.02827326,0.0744476,-0.0010959,-0.07090091
-0.11099146,0.0009118,-0.04293709,-0.02009347,-0.06717137,0.07910384,0.03154589,0.03298779,0.07574186,0.01547269,0.02076646,-0.01199502,0.10578153,-0.07247615,0.00882059,0.05778116,-0.06814271,-0.01913555
-0.15508113,-0.12508857,-0.0335344,-0.02250368,-0.01943348,0.04894669,0.12666499,0.00433106,0.13637512,-0.00101394,0.05228967,-0.0574577,0.05926614,-0.01439739,-0.01470846,0.03769637,-0.04928304,-0.01127359
-0.04548903,-0.05934197,0.07198498,-0.1451641,-0.12534036,0.06269497,0.08646567,-0.09206184,0.04684108,0.0189474,0.00710829,-0.01070709,0.14264929,-0.01364996,0.10386159,0.0233368,-0.01525448,-0.00201077
-0.09598563,-0.12498013,0.04413612,-0.11127735,-0.07082173,0.05989676,0.13628049,-0.02260152,0.09760426,0.0033447,-0.01511437,-0.02901264,0.07582623,0.03898762,0.07186185,-0.01801402,-0.04081729,0.03630148
-0.14591038,-0.05120049,0.02165652,-0.13476425,-0.07865419,0.05472854,0.10900366,-0.01731852,0.08675686,0.04592607,-0.0231837,0.00957587,0.11431384,0.00076858,0.11714565,-0.0265618,-0.02811096,0.03782666
-0.120947,-0.08995269,-0.06470261,-0.06098724,-0.05398007,-0.01043904,0.13015638,0.01208583,0.09583787,0.02234133,0.03245706,-0.01402733,0.12063664,-0.00792522,-0.01020541,0.0326493,0.01169538,-0.07333023
-0.16231706,-0.10008223,-0.04420727,-0.13057757,-0.13397256,-0.00051698,0.10486771,0.04680777,0.15960301,-0.03803634,0.01401378,0.00065482,0.1843007,-0.04914425,0.07044703,0.06132348,0.04671826,-0.07178907
-0.08313025,-0.00852104,-0.07268394,-0.06360299,-0.01199632,0.06035,0.04945423,0.00610665,0.03868939,0.04462643,0.00690679,0.00828308,0.06178695,-0.06124498,0.01198318,0.07457178,0.01229735,-0.05212562
-0.12217014,-0.07326561,0.00307967,-0.10962846,-0.02740118,0.05609341,0.15991638,-0.01094035,0.06687556,0.02633987,0.02009765,0.02175214,0.05723245,0.02677368,0.10122061,-0.06741696,-0.03423256,0.03002842
-0.01569549,-0.01153877,-0.00663353,-0.05005984,-0.03542946,-0.05630059,0.01987447,-0.03660909,0.0151241,-0.00018541,0.01182327,-0.02864946,0.06294214,-0.01713141,0.04971647,-0.00940599,0.06914086,-0.06923073
0.00664184,0.00784295,0.04447298,-0.04460543,-0.03251691,-0.02948445,-0.00543454,-0.02905269,-0.010201,0.02342827,-0.01131873,0.03048793,0.02060779,0.045599,0.06787028,-0.07192538,0.00948909,0.00568716
0.02160323,0.03201565,0.01357297,-0.05459055,-0.03131984,-0.04253973,-0.03081062,0.02684018,-0.04130686,0.00468209,-0.05911409,0.0565007,0.04884502,0.00174812,0.04710066,-0.00271945,0.01968895,-0.03242776
-0.08299713,-0.08932228,-0.01598777,-0.09865584,-0.04892679,-0.01089958,0.10514507,-0.02074136,0.08675793,0.03471771,0.03331249,-0.04176534,0.09357282,-0.02632016,0.06155345,0.03304681,0.03745236,-0.02879442
-0.06820651,-0.04704283,0.00676353,-0.07312406,-0.08896727,-0.00390759,0.07988356,-0.04751477,0.0546132,0.03090504,-0.0116097,0.01649509,0.08695511,-0.01112357,0.08904824,0.00583441,0.02641332,-0.02154694
-0.02651927,-0.00988101,-0.01303184,-0.09408868,-0.09076049,0.03940344,0.02700028,-0.05042671,0.03305798,0.00025225,-0.00935329,0.02793574,0.10903863,-0.00210701,0.07290929,-0.02435952,0.05125905,-0.06875711
-0.11371627,-0.11206647,-0.00651828,-0.04426458,-0.04167772,-0.01517334,0.13577578,-0.01045493,0.11362719,0.0141576,0.00054329,0.00892346,0.05626244,-0.02003804,0.03939674,0.00371349,0.03882628,-0.06010795
-0.05385162,-0.02272668,-0.00657364,-0.03470451,-0.06360207,0.01421597,0.0222207,-0.02812261,0.05298322,0.02813524,0.01159892,0.01754302,0.06616903,-0.03553102,0.05521353,0.02625691,-0.0135769,-0.02884451
-0.02337219,-0.03583554,-0.00698738,-0.09965448,-0.03907839,-0.01772396,0.03159735,-0.00044752,0.03977751,-0.01686049,-0.01295994,0.01649334,0.06845262,0.03249935,0.0697835,-0.03074133,0.01728237,-0.01414832
-0.03466035,-0.06870191,-0.01503255,-0.12565656,-0.07191916,-0.04884831,0.09006741,-0.05958447,0.03500433,0.03097922,-0.02932714,0.01244166,0.0813164,-0.02793597,0.09549125,0.04301304,0.03778308,-0.01820074
-0.04738338,-0.04298182,-0.0289742,-0.09567261,-0.08000003,-0.01964856,0.04222306,-0.0209956,0.04184113,0.0175189,-0.04338294,0.04731776,0.08190407,-0.03708429,0.09211221,0.01565071,-0.00879701,0.01165722
-0.05707717,-0.04213485,0.00980918,-0.12948839,-0.07321653,-0.0136561,0.07238958,-0.02791583,0.0376546,0.01059184,0.00208082,0.00789893,0.09731383,0.03707368,0.10545058,-0.04407814,0.02964767,-0.0348387
-0.02142535,-0.01946659,-0.018238,-0.0509256,-0.0452297,-0.06387994,0.036751,-0.01625406,0.01046333,0.03275736,0.04460297,-0.03082843,0.03573539,0.0225844,0.07589441,-0.04927173,0.00571442,-0.00126352
-0.04071237,-0.04808774,-0.02762203,-0.10244498,-0.08601621,0.00251466,0.05752872,-0.04335697,0.0516939,0.03306297,0.00486168,0.0119921,0.09038315,0.02320518,0.10376149,-0.02137454,0.06087366,-0.04601947
-0.10860787,-0.03455208,-0.03737452,-0.12747387,-0.1369189,-0.05931451,0.09273288,0.03224256,0.0707863,-0.00476041,0.01638794,-0.01284495,0.14809979,0.02658269,0.13925719,-0.02750822,0.02841979,-0.05301244
-0.05654746,-0.112119,-0.01697425,-0.08312651,-0.02577819,0.0113188,0.07387886,-0.02656195,0.10834848,0.00823193,0.03106211,0.02870389,0.09954471,-0.06247898,0.01919442,0.01860109,0.02247006,-0.03952939
-0.02226406,-0.06446551,-0.09626312,-0.1187366,-0.08022475,0.00208933,0.04434595,0.00082645,0.01454119,0.02107084,0.00926907,0.04886513,0.13519371,0.11314494,0.09071821,-0.09674803,-0.00849391,-0.00757582
-0.0088077,0.01654889,0.02435498,-0.12525738,-0.11593506,0.01915248,0.03726084,-0.10770881,-0.02924671,0.11309401,0.0364873,-0.05668421,0.12443241,-0.00451791,0.13110597,-0.0088705,0.00295162,-0.00532386
-0.05061735,-0.02127444,-0.02656866,-0.11844531,-0.12477772,-0.01476094,0.06604176,-0.05505582,0.00728914,0.05823422,0.03738131,-0.03257436,0.11984872,0.01541023,0.13021296,0.00600438,0.01093399,-0.0294445
-0.046181,-0.05168333,0.00506178,-0.0883844,-0.0960981,-0.0095879,0.07814117,-0.0740856,0.05164848,0.04234975,0.05849411,-0.06461969,0.10903677,-0.03893965,0.08699149,0.01292491,0.01254212,-0.00762376
-0.07698671,-0.05140883,0.04877496,-0.08300606,-0.0952125,0.02995521,0.06680829,-0.0870562,0.05621522,0.06694515,0.01349966,-0.02315585,0.11964365,-0.04177774,0.0769966,0.01543268,0.02204708,-0.03309004
-0.05606674,-0.04490092,0.00584867,-0.1217682,-0.1179617,0.01630455,0.08051958,-0.06047229,0.02132981,0.08278202,0.029441,-0.02750964,0.09974838,-7.581e-05,0.14695554,-0.03462001,-0.02947811,0.02686069
-0.05006125,-0.04767924,0.00033254,-0.10306755,-0.09452741,-0.00381668,0.06176816,-0.02708468,0.02101925,0.0179332,0.02277316,-0.02181665,0.11146028,-0.01882369,0.08636668,0.01183172,0.0440207,-0.04777439
-0.03681999,-0.06198947,0.00890359,-0.00131836,0.00547845,0.02926022,0.04692112,-0.00442107,0.02161266,0.01929999,-0.07091572,0.08355535,-0.0193008,-0.01541538,0.0186147,-0.00135398,-0.01953943,0.01293802
-0.07266864,-0.08514985,0.00142527,0.0399423,0.00061149,0.04946552,0.07163593,-0.04008068,0.08127501,0.02694562,-0.07432222,0.05395376,-0.0024951,-0.0667369,0.00315421,0.07115724,-0.06562151,-0.0213998
0.02944483,-0.05230304,0.00604092,0.00115967,-0.01330878,0.05774595,-0.00262349,-0.06638106,0.01964488,0.05922568,-0.11842839,0.12174812,-0.01957439,-0.01384757,0.02744213,0.00669967,-0.04684733,0.0234636
-0.08378038,-0.07487666,0.01158055,-0.09117711,-0.08950103,-0.01968794,0.07234778,-0.0421085,0.10538387,0.02438901,-0.10226359,0.0619722,0.05373171,0.04333851,0.14315269,-0.04770273,0.0976008,-0.11201571
-0.07643585,-0.05590073,0.00761398,-0.01048277,-0.06895952,0.11598053,0.0891697,0.01952153,0.03680126,-0.0280294,0.00241866,-0.02606827,0.06841684,-0.09984885,0.02493095,0.05383386,0.00749101,-0.07319388
0.00465392,-0.03244099,0.03047728,-0.15597971,-0.13320968,-0.00734934,0.01601995,-0.08999732,0.02898347,0.07215988,-0.01001881,-0.01444941,0.12044106,-0.00194837,0.15665267,0.04469962,0.0511572,-0.04547827
-0.15667275,-0.16462982,-0.04347278,-0.0409145,-0.08662399,0.05575126,0.1752343,0.05251666,0.13699624,-0.05159786,0.01030595,-0.02868937,0.08439693,-0.02877489,0.0221962,0.01324977,0.11525509,-0.10926114
-0.10945369,-0.09150833,0.03867822,-0.12988699,-0.09379745,0.00081664,0.08454955,-0.03463616,0.14290332,-0.0183872,-0.05969414,0.01865482,0.10777155,0.06398409,0.12562899,-0.05353354,0.04169855,-0.0422884
-0.01897145,-0.06146348,-0.0021187,-0.06740478,-0.14983809,0.0947389,0.05189785,-0.01030488,0.02631698,0.00792107,-0.0415277,0.02169418,0.13389345,-0.07965733,0.09120955,0.07776013,0.0227145,-0.07154367
-0.0268976,-0.03934632,0.05193344,-0.11031545,-0.13754013,0.02321726,0.06183689,-0.01115672,0.02740593,-0.01472928,-0.03893923,0.03818589,0.14417944,-0.03470171,0.0894143,0.0396534,0.05693606,-0.07731993
-0.09225008,-0.13398597,0.01167686,-0.05997094,-0.12418636,0.0123848,0.13550777,0.03754575,0.09769535,-0.03639349,-0.03139497,0.00146815,0.10286352,-0.00665746,0.07322861,0.0024299,0.05152079,-0.06305197
-0.07898118,-0.09775435,0.01464475,-0.03105538,-0.11189373,0.14983475,0.13064126,0.02761334,0.05142481,-0.02226827,-0.03509713,-0.02784957,0.10027969,-0.11695374,0.01196955,0.12060687,0.00842655,-0.0427135
-0.05572772,-0.04953514,0.03430904,-0.08440179,-0.10383484,0.07489054,0.07741688,0.00590203,0.04877412,-0.01627356,-0.0546132,0.00974415,0.1054293,-0.03483475,0.07706116,0.01185803,0.01408753,-0.0578119
-0.03924857,-0.06012859,-0.01423817,-0.16927788,-0.12764671,0.03464953,0.10482049,-0.04614748,-0.00850228,0.08490027,0.00594059,-0.03078901,0.08374839,0.00390113,0.17367885,-0.01529005,0.02991453,-0.01610187
-0.00787492,-0.0333615,-0.03655948,-0.17394999,-0.11875539,0.0663692,0.03748023,0.00075482,-0.00741588,0.03442199,-0.04243368,0.04284923,0.16276693,0.03194114,0.14384388,-0.06031854,0.02028654,-0.03111153
-0.06882113,-0.10326416,0.03514772,-0.08496765,-0.08653265,0.04874804,0.11096694,-0.00544814,0.08046836,0.01020855,0.03449733,-0.05440995,0.12626593,-0.0798183,0.02947342,0.09447271,0.00873505,-0.04046743
-0.05444825,-0.07322745,0.03080794,-0.0844252,-0.02043734,0.00886923,0.08933208,-0.04913445,0.06543987,0.03430069,-0.00794287,-0.01327942,0.06014503,-0.08336133,0.04063146,0.10003698,0.04794748,-0.05401483
-0.05858364,-0.08317176,0.01869967,-0.13238889,-0.08212977,0.07328381,0.10094867,-0.03519833,0.08463456,0.02788478,-0.12783081,0.0907671,0.14158358,0.0008615,0.08325372,-0.01390279,0.05450158,-0.08721024
-0.02024233,-0.09959855,0.03688373,-0.12178482,-0.16557748,0.01509184,0.11228457,-0.01042371,0.04104657,0.013265,-0.02758291,-0.01220408,0.13001223,-0.05484791,0.1381919,0.05016517,0.03344607,-0.0240479
-0.03937732,-0.08504833,0.00409354,-0.04530598,-0.05420149,0.08852132,0.08456332,-0.00587489,0.05834345,0.01468075,-0.01756477,-0.03431041,0.07686951,-0.05263707,0.01819279,0.05341101,-0.00713528,-0.05488865
-0.02450488,-0.06252922,0.03096965,-0.08220074,-0.06734353,0.06798725,0.08939792,-0.00746526,0.01607848,-0.01277221,-0.07952546,0.05893766,0.07447005,-0.08258817,0.08910801,0.06094445,-0.0195896,-0.0300997
-0.06511628,-0.09479355,0.02180593,-0.03041036,-0.03124837,0.04314946,0.13115279,0.00433617,0.03689422,-0.02007897,-0.05260871,-0.03322174,0.02894606,-0.05569818,0.03651621,0.05193359,0.02766233,-0.05711013
-0.00377755,-0.03861782,0.03791799,-0.09835373,-0.06406324,0.04927196,0.05130046,-0.03849605,-0.01576646,0.05599529,-0.05161708,0.03063705,0.0854803,-0.00943596,0.05961729,0.02504874,0.06422996,-0.08534874
-0.15090781,-0.14642726,-0.01808356,-0.1027802,-0.11184959,0.10387353,0.15719128,0.04182116,0.14533872,-0.00797511,0.02097906,-0.03785667,0.12608716,-0.05409651,0.06311487,0.04240367,0.08693557,-0.13071931
-0.00598677,-0.02021023,0.0601541,-0.15796539,-0.12888188,0.02013745,0.07119548,-0.06198239,-0.00845097,0.06276933,0.00217732,-0.04616931,0.12833005,-0.01208984,0.13477894,0.05019511,0.11595973,-0.09453788
-0.00675247,-0.01801678,-0.02989752,-0.11789797,-0.08519358,-0.02565405,0.01540941,-0.02066075,0.01246419,0.00284742,0.04240826,-0.02171183,0.10508458,0.00761235,0.09581311,0.02308725,0.00272737,-0.00662351
-0.00468287,-0.0147367,-0.04456242,-0.07605638,-0.0903527,0.01422814,-0.01171891,0.03846211,0.00964077,0.01736913,-0.03222398,0.02368293,0.08230303,-0.02468247,0.06877313,0.04208982,-0.01323365,0.00465741
0.01586111,0.00078479,-0.02785486,-0.10441367,-0.10101533,0.01026922,-0.01712922,0.02266781,0.00855029,0.00340799,-0.07046734,0.07037648,0.11155086,0.0197029,0.07600101,0.02006588,0.00533054,0.00560696
-0.01575006,-0.01381759,-0.03032727,-0.06989354,-0.07760268,-0.01826748,0.00680886,0.05824343,0.00554745,-0.01632083,0.01127482,-0.03684434,0.05796504,-0.00640233,0.085976,0.01363667,-0.02612486,0.02742618
-0.00909618,-0.03698429,-0.04601109,-0.08975309,-0.10009674,0.02783842,-0.00254423,0.03201755,0.03905686,0.00388367,-0.01634544,0.017505,0.08737272,-0.0068127,0.08935502,0.03466853,-0.04157646,0.01608593
-0.01823486,-0.0701971,0.07187266,-0.03164579,-0.12902718,0.05872073,0.08093434,-0.08000841,0.03160606,0.06228449,-0.02675803,0.00335665,0.09761381,-0.13038675,0.07982833,0.08834585,-0.06488631,0.02191276
-0.00982647,-0.02538232,0.00074294,-0.0142928,-0.09017613,0.12241235,0.01249766,-0.06176875,0.03040166,0.06901108,-0.0126863,0.00608395,0.07092735,-0.10456627,0.0277919,0.04831174,-0.01951746,-0.01278277
-0.04548322,-0.06176231,-0.02873698,-0.03522675,-0.15149185,0.01967382,0.01033549,-0.01843684,0.08086356,0.07641155,0.02015799,0.00755067,0.10746647,-0.05648456,0.05841901,0.06435332,-0.0298671,-0.01633326
-0.04932996,-0.08734097,-0.01063711,-0.09054315,-0.17801083,0.09474996,0.03801307,-0.07159605,0.07263222,0.05605807,0.04787704,-0.01587347,0.12859569,-0.07277408,0.13905768,0.04597379,-0.07328683,-0.00013732
-0.02040596,-0.02949842,0.0094726,-0.08125976,-0.12277946,0.04882458,0.04154731,-0.04683531,-0.00077482,0.05535503,-0.01462376,0.01086811,0.03796052,0.00102461,0.13020761,-0.01869842,-0.03382826,0.04864712
-0.05862584,-0.08132301,-0.04511556,-0.10425434,-0.17650262,0.08450475,0.06101009,0.01680012,0.04577449,0.02623473,0.07161476,-0.03998946,0.10279172,-0.02700512,0.21058021,-0.03037526,-0.0844714,0.01660759
-0.02183109,-0.07180526,0.02752003,-0.09604744,-0.16166297,0.08932668,0.0704866,-0.080803,0.00591238,0.10081268,0.03120556,-0.04368642,0.11819693,-0.0390922,0.13975721,0.00878552,-0.046994,-0.00357664
-0.02081263,-0.05432859,0.0001482,-0.03581151,-0.12577264,0.04331464,0.04792004,-0.02726529,0.03119879,0.04529235,-0.00703572,-0.02091295,0.09809159,-0.07767793,0.07146853,0.05947108,-0.02574841,0.01176814
0.00549342,-0.04625222,0.00076157,-0.08691993,-0.14230608,0.05750947,0.02799564,-0.01158694,-0.00739577,0.04817306,-0.04099799,0.03787589,0.15124955,-0.04743536,0.10695204,0.01613714,-0.00114028,-0.06564856
-0.06727154,-0.11276077,0.00806982,-0.11602121,-0.17383729,0.04749104,0.10223022,-0.03476282,0.07314344,0.04064889,0.01451441,-0.01542381,0.15576372,-0.05448895,0.13228591,0.05287987,-0.00946416,-0.02528479
-0.0585662,-0.09600116,-0.00242328,-0.05329141,-0.11290317,0.05199996,0.0463693,-0.01654926,0.06976614,0.04225827,-0.00381003,0.02659438,0.11127216,-0.05524826,0.07857879,0.07433629,-0.02525594,-0.04669441
-0.01565109,-0.04454167,-0.01685899,-0.16039942,-0.1918361,0.02714773,0.06689661,-0.04376087,0.00195605,0.05406596,0.01912472,-0.02081966,0.20010019,-0.06698633,0.13670276,0.05587982,0.0285118,-0.0565529
-0.00727534,-0.01886502,-0.00898419,-0.0655023,-0.03150214,0.02361234,0.04920193,-0.09072166,-0.02469986,0.08774482,0.02463195,-0.03246142,0.07214571,-0.05788426,0.01711596,0.05873397,0.0380604,-0.03790957
0.01732999,-0.00408742,0.03031971,-0.08597352,-0.12243397,0.05138491,0.0001252,-0.0890301,-0.02744318,0.07976255,-0.0034477,-0.00781202,0.12852096,-0.05815335,0.0762945,0.03582455,-0.02013903,0.00458978
0.04354673,0.03410831,-0.02556746,-0.06688376,-0.06101743,0.05510105,0.00634595,-0.03628534,-0.07668877,0.03011934,0.03338809,-0.04413411,0.12061101,-0.08906266,0.03188983,0.06676129,-0.00430747,-0.03873776
0.03361163,0.00788366,-0.00745173,-0.1164393,-0.13758142,0.02672683,0.00957532,-0.04543946,-0.04638986,0.04530816,0.02478344,0.01406885,0.16930504,-0.09361922,0.10663077,0.07333813,0.04790677,-0.08306484
0.0251166,0.02052704,0.00260791,-0.08823116,-0.11305901,0.07453705,-0.0179533,-0.06106287,-0.01562636,0.04152909,-0.01234852,0.00371035,0.1239567,-0.07492293,0.10647928,0.03125979,0.01843695,-0.07864084
0.00371493,0.02059796,0.00254932,-0.10131288,-0.12309626,0.04760803,-0.02457018,-0.0453838,-0.00651381,0.05298936,0.01632578,-0.00970928,0.09048536,-0.05305826,0.13557089,-0.01128932,0.02072777,-0.01553994
-0.04887061,-0.05063165,-0.00363122,-0.0758191,-0.05060276,0.05552822,0.07581893,-0.08416522,0.01569865,0.1105021,0.02469806,-0.01922975,0.07268381,-0.05235205,0.07368633,0.02961572,0.00285055,-0.03395813
0.04988362,0.0035496,-0.01179295,-0.10329824,-0.11815427,0.03852309,-0.01009541,-0.09508749,-0.04198813,0.07895528,-0.00276802,-0.01622179,0.14653715,-0.06709406,0.08942786,0.04394286,0.07996575,-0.07591235
-0.05568592,-0.01548815,-0.02410213,-0.11747563,-0.10250423,0.00893855,0.0771909,0.00193905,-0.00406202,-0.01387736,0.06345919,-0.0797504,0.1004173,-0.00265759,0.10387865,-0.00384872,0.00023426,-0.0427844
-0.06693916,0.0347314,0.00237365,-0.13145468,-0.12260946,0.00088191,0.03428224,0.0024203,0.00962271,0.00075013,0.0817195,-0.07503229,0.10020051,-0.0428061,0.14962677,0.03063196,0.01711201,-0.05823541
-0.08956918,-0.03595595,-0.03537346,-0.10336766,-0.06717559,0.00832061,0.07426598,0.01220713,0.05909548,-0.02029416,0.11119527,-0.12818639,0.08443974,-0.01388144,0.07410958,0.04992119,-0.00661589,-0.00567847
-0.00016871,-0.00385037,-0.04465319,-0.160225,-0.06746477,-0.01814119,0.01702613,0.00680386,-0.00496043,-0.02638129,0.02500145,-0.00711562,0.14861727,0.02288805,0.03983544,0.03546284,0.07520589,-0.08416515
-0.01456904,0.00551029,-0.07689397,-0.19248041,-0.08573621,0.00464535,0.00438515,0.02443425,-0.02888427,0.03540658,0.07453435,-0.00923919,0.12847273,0.00789968,0.14458247,0.01400939,0.02941892,-0.05588559
-0.0014619,0.01240109,-0.02771241,-0.13690887,-0.11199147,-0.01187676,0.0302406,-0.02775115,-0.03391319,0.02704578,0.06556521,-0.0705322,0.11590577,-0.01401174,0.13769582,0.00460908,0.00279712,-0.0397811
-0.04901384,0.02091006,-0.00725213,-0.12763351,-0.11152058,-0.01263717,0.03702796,-0.05946089,-0.01317807,0.04115291,0.12455752,-0.09796772,0.08887274,-0.01364602,0.12307,0.01544698,-0.05294021,0.04093463
-0.0168957,0.02473413,-0.04309313,-0.14666598,-0.14700935,-0.03244446,0.01644798,-0.03141768,-0.01240793,0.01249954,0.09762957,-0.07451959,0.11567842,0.01883043,0.153238,0.01485985,0.02752088,-0.05364927
0.04959535,0.0399533,-0.06302219,-0.16787847,-0.14317451,-0.00571643,-0.01238274,-0.04843634,-0.08437343,0.02555913,0.06537988,-0.02294459,0.17303661,0.00612542,0.16085247,-0.02080704,-0.03887546,-0.00959485
